Timestamp,Modello,Nome,Posizione,Numero Seriale,Air quality,Atmospheric pressure,Lux,Co2,Co2e,Comfort,Electrosmog,Electrosmog hf,Electrosmog lf,Humidity,Iaq,Pm10,Pm25,Sound,Temperature,Tvoc,Wifi level,Wifi number
2020-12-15 14:03:44,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.4,20.9,531.0,2650,100,100,1.3,159,51.0,68.1,3,2,63.6,20.4,2000,-62,7
2020-12-15 14:08:42,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.5,25.3,494.0,2506,100,100,1.3,156,51.0,60.3,4,3,50.0,20.3,1794,-62,7
2020-12-15 14:13:41,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.5,22.4,469.0,2296,100,100,1.3,213,50.9,49.3,4,3,46.1,20.3,1348,-61,7
2020-12-15 14:18:39,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.5,20.0,452.0,2205,100,100,1.3,165,51.1,40.8,4,3,44.7,20.3,1148,-62,7
2020-12-15 14:23:37,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.5,19.3,426.0,2102,100,100,1.3,179,51.1,34.5,4,3,44.8,20.1,925,-62,6
2020-12-15 14:28:36,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.6,25.8,414.0,2050,100,100,1.2,164,51.1,29.2,4,3,41.9,20.1,825,-62,9
2020-12-15 14:33:34,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.7,17.5,418.0,1957,100,100,1.4,182,51.2,25.5,4,3,44.4,20.1,674,-66,8
2020-12-15 14:38:30,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.6,16.7,413.0,1918,100,100,1.3,173,51.3,25.0,6,5,46.2,20.0,612,-63,7
2020-12-15 14:43:29,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.7,16.5,402.0,1940,100,100,1.3,157,51.4,31.8,7,6,47.5,20.0,649,-78,7
2020-12-15 14:48:29,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.6,19.0,389.0,1877,100,100,1.2,159,51.3,27.9,5,4,45.5,20.0,550,-63,9
2020-12-15 14:53:27,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.6,17.1,373.0,1892,100,100,1.3,171,51.4,25.0,5,4,45.0,20.0,573,-63,4
2020-12-15 14:58:26,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.7,12.0,376.0,1930,100,100,1.3,175,51.4,25.4,4,3,45.0,19.9,631,-64,7
2020-12-15 15:03:24,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.7,10.7,364.0,1870,100,100,1.3,169,51.4,28.6,5,4,44.0,19.9,543,-83,6
2020-12-15 15:08:23,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.7,9.8,359.0,1775,100,100,1.3,156,51.5,25.0,6,5,59.5,19.9,422,-81,4
2020-12-15 15:13:20,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.7,9.9,358.0,1754,100,100,1.3,158,51.6,25.0,6,5,44.5,19.8,395,-60,9
2020-12-15 15:18:19,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.7,9.4,352.0,1689,100,100,1.4,162,51.7,25.0,4,3,46.6,19.8,327,-66,5
2020-12-15 15:23:18,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.8,8.9,335.0,1671,100,100,1.3,171,51.8,25.0,5,4,46.1,19.7,310,-59,9
2020-12-15 15:28:16,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.7,8.3,345.0,1746,100,100,1.3,204,52.2,32.1,4,3,44.7,19.8,386,-67,9
2020-12-15 15:33:14,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.7,8.4,357.0,1760,100,100,1.3,163,52.5,34.0,5,4,53.2,19.7,403,-79,8
2020-12-15 15:38:12,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.7,7.6,368.0,1775,100,100,1.3,160,52.6,30.4,11,10,51.1,19.7,422,-64,6
2020-12-15 15:43:10,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.7,7.2,359.0,1701,100,100,1.3,160,52.4,25.9,8,7,47.8,19.7,340,-60,8
2020-12-15 15:48:08,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1014.7,6.0,350.0,1657,100,100,1.3,162,52.5,27.4,8,7,46.3,19.7,296,-64,8
2020-12-15 15:53:05,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.8,5.3,336.0,1678,100,100,1.3,158,52.6,27.5,7,6,45.1,19.6,318,-65,8
2020-12-15 15:58:05,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1014.8,43.8,348.0,1668,100,100,1.2,163,52.7,26.5,7,6,46.0,19.6,307,-65,7
2020-12-15 16:03:03,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1014.8,69.0,357.0,1641,100,100,1.2,181,52.9,25.0,10,9,47.9,19.6,282,-63,6
2020-12-15 16:08:01,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,55,1014.8,63.2,350.0,4476,100,100,1.3,163,53.2,314.0,10,9,50.1,19.5,2000,-62,8
2020-12-15 16:13:00,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,55,1014.9,64.6,381.0,6000,100,100,1.6,166,54.7,500.0,14,13,48.1,19.5,2000,-62,5
2020-12-15 16:17:59,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,55,1014.9,64.1,374.0,6000,100,100,1.6,163,54.1,330.8,10,9,53.6,19.5,2000,-61,6
2020-12-15 16:22:58,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,65,1015.0,0.7,364.0,6000,100,100,1.6,169,54.0,250.0,15,14,49.6,19.5,2000,-70,5
2020-12-15 16:27:55,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,65,1014.9,0.5,359.0,5893,100,100,1.6,167,53.9,225.9,13,12,52.3,19.4,2000,-64,6
2020-12-15 16:32:51,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,65,1015.0,0.3,369.0,5825,100,100,1.6,168,53.9,225.5,12,11,40.1,19.4,2000,-64,7
2020-12-15 16:37:51,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,65,1015.0,0.0,371.0,5114,100,100,1.6,218,53.9,196.4,12,11,41.8,19.4,2000,-67,7
2020-12-15 16:42:50,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,65,1015.0,0.0,361.0,4737,100,100,1.6,174,53.9,177.1,15,14,46.1,19.3,2000,-64,5
2020-12-15 16:47:47,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,65,1015.0,0.0,345.0,4367,100,100,1.6,165,53.9,162.4,10,9,44.3,19.3,2000,-67,4
2020-12-15 16:52:46,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.0,0.0,356.0,4051,100,100,1.6,188,54.0,140.8,10,9,43.2,19.3,2000,-64,8
2020-12-15 16:57:44,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.0,0.0,347.0,3800,100,100,1.5,163,54.2,127.8,13,12,44.5,19.2,2000,-68,7
2020-12-15 17:02:42,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.0,0.0,352.0,3533,100,100,1.6,165,54.3,116.6,15,14,47.6,19.1,2000,-68,7
2020-12-15 17:07:41,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.0,0.0,345.0,3392,100,100,1.6,150,54.3,103.6,14,13,44.5,19.1,2000,-64,6
2020-12-15 17:12:39,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.0,0.0,340.0,3120,100,100,1.6,169,54.5,93.8,15,14,42.9,19.1,2000,-68,6
2020-12-15 17:17:37,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.9,0.0,346.0,3047,100,100,1.7,160,54.5,93.1,16,15,45.5,19.0,2000,-68,7
2020-12-15 17:22:35,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.9,0.0,354.0,3303,100,100,1.6,156,54.5,110.8,15,14,42.7,19.0,2000,-81,5
2020-12-15 17:27:34,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.9,0.2,364.0,3510,100,100,1.5,173,54.3,109.5,13,12,40.7,19.1,2000,-66,5
2020-12-15 17:32:32,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.9,0.0,364.0,3533,100,100,1.6,163,54.1,114.8,9,8,35.4,19.1,2000,-72,6
2020-12-15 17:37:31,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1014.9,0.0,369.0,3605,100,100,1.5,165,53.9,117.0,12,11,39.5,19.2,2000,-66,6
2020-12-15 17:42:29,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.0,0.0,375.0,3679,100,100,1.5,165,53.7,117.6,11,10,39.5,19.3,2000,-65,5
2020-12-15 17:47:27,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.1,0.0,374.0,3626,100,100,1.6,211,53.6,117.8,14,13,40.1,19.3,2000,-72,5
2020-12-15 17:52:26,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.1,0.0,368.0,3654,100,100,1.5,167,53.6,117.6,11,10,44.2,19.3,2000,-72,5
2020-12-15 17:57:24,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.1,0.0,366.0,3322,100,100,1.5,162,53.9,93.8,10,9,43.1,19.3,2000,-66,5
2020-12-15 18:02:22,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.1,0.0,370.0,3156,100,100,1.6,211,53.9,87.1,11,10,47.0,19.4,2000,-72,6
2020-12-15 18:07:21,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.1,0.0,371.0,3081,100,100,1.6,169,53.8,87.5,9,8,45.8,19.4,2000,-71,7
2020-12-15 18:12:19,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.2,0.0,370.0,3062,100,100,1.5,163,53.6,87.1,11,10,42.4,19.4,2000,-72,4
2020-12-15 18:17:17,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.3,0.0,367.0,3177,100,100,1.5,166,53.3,96.5,10,9,43.3,19.4,2000,-72,5
2020-12-15 18:22:14,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.4,0.0,373.0,3297,100,100,1.6,175,53.3,101.7,11,10,40.7,19.5,2000,-72,7
2020-12-15 18:27:11,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.3,0.0,360.0,3341,100,100,1.5,164,53.2,101.2,11,10,40.9,19.5,2000,-80,6
2020-12-15 18:32:12,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.4,58.8,367.0,3386,100,100,1.6,180,53.1,103.9,10,9,44.7,19.5,2000,-66,6
2020-12-15 18:37:08,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.5,62.7,388.0,3454,100,100,1.5,214,54.1,100.9,11,10,41.8,19.6,2000,-64,6
2020-12-15 18:42:09,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.5,64.1,393.0,3486,100,100,1.6,173,54.9,100.7,10,9,45.0,19.6,2000,-72,7
2020-12-15 18:47:07,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.5,0.0,394.0,3533,100,100,1.2,169,55.1,100.1,11,10,55.1,19.7,2000,-67,7
2020-12-15 18:52:05,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.5,0.0,409.0,3516,100,100,1.3,170,55.3,99.9,8,7,40.7,19.7,2000,-67,8
2020-12-15 18:57:04,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.5,0.0,409.0,3470,100,100,1.5,211,55.0,99.2,13,12,38.1,19.8,2000,-64,11
2020-12-15 19:02:02,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.5,0.0,403.0,3461,100,100,1.4,174,54.8,96.7,9,8,42.0,19.8,2000,-66,6
2020-12-15 19:07:00,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.5,0.0,398.0,3367,100,100,1.3,161,54.5,93.6,8,7,41.9,19.9,2000,-64,6
2020-12-15 19:11:59,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.7,0.0,403.0,3279,100,100,1.3,154,54.3,91.8,7,6,38.8,19.9,2000,-64,8
2020-12-15 19:16:57,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.8,0.0,406.0,3279,100,100,1.4,204,54.1,92.1,10,9,38.9,19.9,2000,-64,10
2020-12-15 19:21:56,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.8,0.0,405.0,3325,100,100,1.3,159,53.8,91.3,10,9,41.1,20.0,2000,-64,7
2020-12-15 19:26:54,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.9,0.0,396.0,3186,100,100,1.3,163,53.6,89.6,10,9,43.2,20.1,2000,-64,5
2020-12-15 19:31:52,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.8,0.0,402.0,3120,100,100,1.4,159,53.4,86.9,10,9,36.5,20.1,2000,-65,8
2020-12-15 19:36:51,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1015.9,0.0,394.0,3102,100,100,1.3,155,53.2,86.0,11,10,39.1,20.1,2000,-67,9
2020-12-15 19:41:49,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.0,0.0,392.0,3063,100,100,1.4,149,53.0,84.9,8,7,37.7,20.2,2000,-64,4
2020-12-15 19:46:47,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.0,0.0,395.0,3081,100,100,1.4,164,52.8,85.3,10,9,37.3,20.2,2000,-64,8
2020-12-15 19:51:45,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.1,0.0,404.0,3060,100,100,1.4,190,52.7,83.3,10,9,36.1,20.2,2000,-65,6
2020-12-15 19:56:42,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.1,0.0,405.0,3060,100,100,1.4,154,52.6,84.4,13,12,37.0,20.2,2000,-64,8
2020-12-15 20:01:42,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.1,0.0,399.0,3042,100,100,1.2,176,52.5,82.0,11,10,37.7,20.3,2000,-68,5
2020-12-15 20:06:40,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.2,0.0,397.0,3060,100,100,1.4,178,52.4,79.8,11,10,36.7,20.3,2000,-64,7
2020-12-15 20:11:38,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.2,0.0,401.0,3042,100,100,1.3,214,52.3,77.5,9,8,39.3,20.3,2000,-65,5
2020-12-15 20:16:36,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.2,0.0,381.0,3042,100,100,1.3,156,52.2,78.2,10,9,40.5,20.3,2000,-67,9
2020-12-15 20:21:35,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.2,0.0,388.0,3025,100,100,1.4,161,52.1,77.7,11,10,47.3,20.3,2000,-64,7
2020-12-15 20:26:33,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.2,0.0,393.0,3002,100,100,1.3,197,52.1,76.0,10,9,36.1,20.3,2000,-68,8
2020-12-15 20:31:31,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.2,0.0,382.0,3002,100,100,1.4,163,52.0,75.7,10,9,37.9,20.3,2000,-65,7
2020-12-15 20:36:29,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.3,0.0,383.0,2985,100,100,1.3,156,51.9,74.0,9,8,35.6,20.3,2000,-64,7
2020-12-15 20:41:27,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.3,0.0,387.0,2968,100,100,1.3,153,51.9,72.2,10,9,37.8,20.3,2000,-67,6
2020-12-15 20:46:26,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.2,0.0,392.0,2988,100,100,1.5,222,51.8,72.3,11,10,41.8,20.2,2000,-65,4
2020-12-15 20:51:24,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.3,0.0,397.0,2988,100,100,1.3,162,51.8,70.7,11,10,39.7,20.3,2000,-64,8
2020-12-15 20:56:22,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.3,0.0,389.0,2968,100,100,1.3,158,51.7,68.7,11,10,34.3,20.3,2000,-67,9
2020-12-15 21:01:20,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.3,0.0,391.0,2954,100,100,1.4,167,51.8,68.9,11,10,34.3,20.2,2000,-65,6
2020-12-15 21:06:19,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.3,0.0,385.0,2934,100,100,1.4,166,51.7,66.7,10,9,37.1,20.2,2000,-64,6
2020-12-15 21:11:15,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.3,0.0,380.0,2919,100,100,1.4,164,51.6,66.4,11,10,38.8,20.3,2000,-64,8
2020-12-15 21:16:14,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.3,0.0,379.0,2878,100,100,1.3,160,51.6,61.9,11,10,36.4,20.3,2000,-67,9
2020-12-15 21:21:13,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.3,0.0,392.0,2878,100,100,1.3,186,51.5,62.6,12,11,33.8,20.2,2000,-67,7
2020-12-15 21:26:10,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.4,0.0,390.0,2864,100,100,1.4,158,51.5,59.5,13,12,34.1,20.2,2000,-64,9
2020-12-15 21:31:10,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.4,0.0,383.0,2832,100,100,1.3,156,51.4,59.1,12,11,37.8,20.2,2000,-64,8
2020-12-15 21:36:07,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.4,0.0,383.0,2799,100,100,1.3,144,51.4,57.9,11,10,33.9,20.2,2000,-67,6
2020-12-15 21:41:04,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.4,0.0,384.0,2752,100,100,1.4,193,51.3,56.0,12,11,34.9,20.2,2000,-67,5
2020-12-15 21:46:05,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.5,0.0,366.0,2722,100,100,1.4,157,51.3,54.1,11,10,34.0,20.2,2000,-64,9
2020-12-15 21:51:03,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.5,0.0,374.0,2709,100,100,1.3,141,51.3,51.6,14,13,32.5,20.2,2000,-67,10
2020-12-15 21:56:01,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.5,0.0,383.0,2664,100,100,1.4,194,51.3,50.4,11,10,32.6,20.2,2000,-66,7
2020-12-15 22:01:00,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.6,0.0,382.0,2664,100,100,1.3,154,51.2,48.0,15,14,37.7,20.2,2000,-66,5
2020-12-15 22:05:59,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.6,0.0,385.0,2650,100,100,1.3,159,51.2,48.7,13,12,30.4,20.2,2000,-66,8
2020-12-15 22:10:57,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.6,0.0,384.0,2623,100,100,1.3,156,51.2,47.1,12,11,32.1,20.2,2000,-67,9
2020-12-15 22:15:54,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.7,0.0,383.0,2608,100,100,1.4,218,51.2,45.9,10,9,33.9,20.1,2000,-64,7
2020-12-15 22:20:51,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.6,0.0,382.0,2569,100,100,1.3,161,51.1,44.2,15,14,30.4,20.1,1929,-65,9
2020-12-15 22:25:51,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.7,0.0,365.0,2553,100,100,1.4,156,51.1,43.0,13,12,34.3,20.2,1892,-64,7
2020-12-15 22:30:49,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.7,0.0,378.0,2530,100,100,1.4,204,51.1,43.9,14,13,30.9,20.1,1845,-66,6
2020-12-15 22:35:45,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.7,0.0,377.0,2530,100,100,1.3,161,51.0,42.1,12,11,33.3,20.1,1845,-66,5
2020-12-15 22:40:46,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.6,0.0,377.0,2516,100,100,1.3,163,51.0,40.9,12,11,32.8,20.1,1814,-67,10
2020-12-15 22:45:44,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.6,0.0,384.0,2504,100,100,1.3,165,51.0,40.1,13,12,43.4,20.1,1789,-65,5
2020-12-15 22:50:42,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.6,0.0,375.0,2490,100,100,1.4,214,51.0,41.0,14,13,32.5,20.1,1758,-67,7
2020-12-15 22:55:40,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.6,0.0,377.0,2469,100,100,1.4,159,50.9,38.7,13,12,49.3,20.1,1713,-67,8
2020-12-15 23:00:37,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.5,0.0,370.0,2445,100,100,1.4,151,51.0,37.7,15,14,33.1,20.1,1658,-67,8
2020-12-15 23:05:37,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.5,0.0,376.0,2432,100,100,1.4,157,51.0,36.4,16,15,30.1,20.0,1633,-64,7
2020-12-15 23:10:35,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.5,0.0,381.0,2407,100,100,1.4,166,50.9,37.1,14,13,36.1,20.0,1588,-65,6
2020-12-15 23:15:34,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.5,0.0,364.0,2409,100,100,1.3,159,50.9,36.6,15,14,29.1,20.0,1588,-64,6
2020-12-15 23:20:32,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.5,0.0,371.0,2397,100,100,1.3,159,51.0,34.6,16,15,30.7,20.0,1562,-68,6
2020-12-15 23:25:30,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.5,0.0,378.0,2374,100,100,1.5,185,51.0,33.3,13,12,30.2,20.0,1510,-65,6
2020-12-15 23:30:29,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.4,0.0,378.0,2455,100,100,1.4,165,51.0,33.9,12,11,30.2,20.0,1683,-65,7
2020-12-15 23:35:26,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.4,0.0,377.0,2455,100,100,1.4,157,51.0,32.4,12,11,29.3,20.0,1683,-65,8
2020-12-15 23:40:26,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.4,0.0,375.0,2419,100,100,1.4,159,51.0,31.3,13,12,29.8,19.9,1613,-67,6
2020-12-15 23:45:23,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.4,0.0,377.0,2405,100,100,1.4,159,51.0,30.8,10,9,34.1,19.9,1583,-65,6
2020-12-15 23:50:21,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.4,0.0,370.0,2407,100,100,1.4,159,51.0,29.1,12,11,30.1,19.9,1588,-67,6
2020-12-15 23:55:19,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,75,1016.4,0.0,370.0,2407,100,100,1.3,155,51.0,28.6,14,13,30.0,19.9,1588,-64,6
